timestamp,car_id,sensor_id,track_id,gt_x,gt_y,track_x,track_y
71.3,car0,0,35,266.84,168.665,267.738,168.654
71.35,car0,0,35,266.84,168.723,267.726,168.709
71.4,car0,0,35,266.84,168.783,267.714,168.764
71.45,car0,0,35,266.84,168.84,267.703,168.817
71.5,car0,0,35,266.84,168.899,267.692,168.87
71.55,car0,0,35,266.84,168.953,267.681,168.921
71.6,car0,0,35,266.84,169.009,267.669,168.979
71.65,car0,0,35,266.84,169.07,267.655,169.042
71.7,car0,0,35,266.84,169.129,267.643,169.1
71.75,car0,0,35,266.84,169.19,267.63,169.161
71.8,car0,0,35,266.84,169.252,267.617,169.223
71.85,car0,0,35,266.84,169.305,267.606,169.275
71.9,car0,0,35,266.84,169.363,267.592,169.34
71.95,car0,0,35,266.84,169.418,267.578,169.404
72.0,car0,0,35,266.84,169.473,267.566,169.463
72.05,car0,0,35,266.84,169.531,267.553,169.524
72.1,car0,0,35,266.84,169.589,267.54,169.585
72.15,car0,0,35,266.84,169.641,267.528,169.639
72.2,car0,0,35,266.84,169.7,267.515,169.7
72.25,car0,0,35,266.84,169.755,267.503,169.757
72.3,car0,0,35,266.84,169.818,267.489,169.822
72.35,car0,0,35,266.84,169.878,267.476,169.884
72.4,car0,0,35,266.84,169.932,267.464,169.94
72.45,car0,0,35,266.84,169.987,267.452,169.996
72.5,car0,0,35,266.84,170.052,267.438,170.063
72.55,car0,0,35,266.84,170.104,267.427,170.117
72.6,car0,0,35,266.84,170.156,267.416,170.169
72.65,car0,0,35,266.84,170.217,267.402,170.232
72.7,car0,0,35,266.84,170.282,267.388,170.298
72.75,car0,0,35,266.84,170.34,267.376,170.355
72.8,car0,0,35,266.84,170.396,267.365,170.409
72.85,car0,0,35,266.84,170.451,267.353,170.463
72.9,car0,0,35,266.84,170.507,267.342,170.517
72.95,car0,0,35,266.84,170.56,267.331,170.567
73.0,car0,0,35,266.84,170.613,267.321,170.615
73.05,car0,0,35,266.84,170.677,267.308,170.674
73.1,car0,0,35,266.84,170.732,267.298,170.723
73.15,car0,0,35,266.84,170.797,267.286,170.78
73.2,car0,0,35,266.84,170.851,267.277,170.823
73.25,car0,0,35,266.84,170.916,267.27,170.854
73.3,car0,0,35,266.84,170.971,267.259,170.907
73.35,car0,0,35,266.84,171.028,267.247,170.961
73.4,car0,0,35,266.84,171.086,267.236,171.015
73.45,car0,0,35,266.84,171.139,267.225,171.065
73.5,car0,0,35,266.84,171.193,267.214,171.12
73.55,car0,0,35,266.84,171.257,267.2,171.183
73.6,car0,0,35,266.84,171.313,267.188,171.239
73.65,car0,0,35,266.84,171.378,267.175,171.301
73.7,car0,0,35,266.84,171.434,267.164,171.355
73.75,car0,0,35,266.84,171.499,267.151,171.417
73.8,car0,0,35,266.84,171.554,267.14,171.468
73.85,car0,0,35,266.84,171.615,267.127,171.525
73.9,car0,0,35,266.84,171.669,267.116,171.58
73.95,car0,0,35,266.84,171.732,267.1,171.655
74.0,car0,0,35,266.84,171.786,267.087,171.717
74.05,car0,0,35,266.84,171.839,267.074,171.778
74.1,car0,0,35,266.84,171.894,267.061,171.839
74.15,car0,0,35,266.84,171.956,267.046,171.908
74.2,car0,0,35,266.84,172.02,267.031,171.977
74.25,car0,0,35,266.84,172.073,267.02,172.03
74.3,car0,0,35,266.84,172.133,267.008,172.089
74.35,car0,0,35,266.84,172.191,266.996,172.142
74.4,car0,0,35,266.84,172.254,266.984,172.198
74.45,car0,0,35,266.84,172.309,266.975,172.243
74.5,car0,0,35,266.84,172.367,266.967,172.282
74.55,car0,0,35,266.84,172.424,266.961,172.311
74.6,car0,0,35,266.84,172.478,266.949,172.366
74.65,car0,0,35,266.84,172.534,266.936,172.424
74.7,car0,0,35,266.84,172.594,266.924,172.482
74.75,car0,0,35,266.84,172.651,266.912,172.537
74.8,car0,0,35,266.84,172.715,266.9,172.594
74.85,car0,0,35,266.84,172.775,266.888,172.65
74.9,car0,0,35,266.84,172.828,266.877,172.706
74.95,car0,0,35,266.84,172.88,266.865,172.759
75.0,car0,0,35,266.84,172.938,266.853,172.814
75.05,car0,0,35,266.84,172.995,266.843,172.865
75.1,car0,0,35,266.84,173.05,266.832,172.917
75.15,car0,0,35,266.84,173.107,266.82,172.973
75.2,car0,0,35,266.84,173.17,266.807,173.03
75.25,car0,0,35,266.84,173.23,266.796,173.083
75.3,car0,0,35,266.84,173.294,266.784,173.143
75.35,car0,0,35,266.84,173.349,266.774,173.189
75.4,car0,0,35,266.84,173.401,266.764,173.237
75.45,car0,0,35,266.84,173.462,266.753,173.289
75.5,car0,0,35,266.84,173.526,266.742,173.337
75.55,car0,0,35,266.84,173.585,266.736,173.368
75.6,car0,0,35,266.84,173.641,267.354,173.685
75.65,car0,0,35,266.84,173.703,267.283,173.746
75.7,car0,0,35,266.84,173.768,267.235,173.788
75.75,car0,0,35,266.84,173.83,267.197,173.821
75.8,car0,0,35,266.84,173.89,267.11,173.897
75.85,car0,0,35,266.84,173.942,267.058,173.942
75.9,car0,1,35,266.84,173.995,267.019,173.976
75.95,car0,1,35,266.84,174.047,266.987,174.003
76.0,car0,1,35,266.84,174.111,266.95,174.036
76.05,car0,1,35,266.84,174.172,266.918,174.063
76.1,car0,1,35,266.84,174.231,266.891,174.087
76.15,car0,1,35,266.84,174.292,266.866,174.109
76.2,car0,1,35,266.84,174.35,266.847,174.125
76.25,car0,1,35,266.84,174.405,266.861,174.113
76.4,car0,2,35,266.84,174.585,267.118,174.601
76.45,car0,2,35,266.84,174.649,266.956,174.623
76.5,car0,2,35,266.84,174.71,266.912,174.629
76.55,car0,2,35,266.84,174.767,266.896,174.632
76.6,car0,2,35,266.84,174.821,266.887,174.633
76.65,car0,2,35,266.84,174.884,266.886,174.633
76.7,car0,2,35,266.84,174.948,266.933,174.627
76.75,car0,3,35,266.84,175.013,267.165,174.594
76.8,car0,3,35,266.84,175.068,267.074,175.073
76.85,car0,3,35,266.84,175.124,266.893,175.048
76.9,car0,3,35,266.84,175.182,266.885,175.047
76.95,car0,3,35,266.84,175.237,266.889,175.047
77.0,car0,3,35,266.84,175.296,266.902,175.049
77.05,car0,3,35,266.84,175.359,266.934,175.054
77.1,car0,3,35,266.84,175.412,267.02,175.066
77.15,car0,4,35,266.84,175.477,267.16,175.085
77.3,car0,4,35,266.84,175.652,266.84,175.549
77.35,car0,4,35,266.84,175.715,266.854,175.56
77.4,car0,4,35,266.84,175.773,266.875,175.579
77.45,car0,4,35,266.84,175.837,266.903,175.604
77.5,car0,4,35,266.84,175.889,266.929,175.626
77.55,car0,4,35,266.84,175.949,266.962,175.654
77.6,car0,4,35,266.84,176.009,266.998,175.686
77.65,car0,4,35,266.84,176.071,267.049,175.73
77.7,car0,4,35,266.84,176.125,267.112,175.785
77.75,car0,5,35,266.84,176.179,267.165,175.831
77.8,car0,5,35,266.84,176.234,267.196,175.858
77.85,car0,5,35,266.84,176.288,267.24,175.896
77.9,car0,5,35,266.84,176.35,266.722,176.247
77.95,car0,5,35,266.84,176.408,266.724,176.257
78.0,car0,5,35,266.84,176.467,266.732,176.293
78.05,car0,5,35,266.84,176.526,266.742,176.34
78.1,car0,5,35,266.84,176.585,266.753,176.393
78.15,car0,5,35,266.84,176.647,266.764,176.447
78.2,car0,5,35,266.84,176.706,266.776,176.501
78.25,car0,5,35,266.84,176.759,266.786,176.547
78.3,car0,5,35,266.84,176.823,266.799,176.609
78.35,car0,5,35,266.84,176.881,266.81,176.659
78.4,car0,5,35,266.84,176.946,266.822,176.719
78.45,car0,5,35,266.84,177.001,266.834,176.774
78.5,car0,5,35,266.84,177.061,266.845,176.828
78.55,car0,5,35,266.84,177.115,266.856,176.876
78.6,car0,5,35,266.84,177.18,266.869,176.937
78.65,car0,5,35,266.84,177.236,266.88,176.992
78.7,car0,5,35,266.84,177.293,266.892,177.048
78.75,car0,5,35,266.84,177.355,266.904,177.105
78.8,car0,5,35,266.84,177.412,266.915,177.156
78.85,car0,5,35,266.84,177.474,266.928,177.215
78.9,car0,5,35,266.84,177.526,266.938,177.265
78.95,car0,5,35,266.84,177.582,266.949,177.318
79.0,car0,5,35,266.84,177.635,266.96,177.368
79.05,car0,5,35,266.84,177.688,266.972,177.421
79.1,car0,5,35,266.84,177.745,266.984,177.481
79.15,car0,5,35,266.84,177.808,266.995,177.532
79.2,car0,5,35,266.84,177.863,267.004,177.574
79.25,car0,5,35,266.84,177.917,267.013,177.617
79.3,car0,5,35,266.84,177.979,267.024,177.669
79.35,car0,5,35,266.84,178.036,267.035,177.72
79.4,car0,5,35,266.84,178.095,267.046,177.773
79.45,car0,5,35,266.84,178.153,267.058,177.827
79.5,car0,5,35,266.84,178.205,267.068,177.875
79.55,car0,5,35,266.84,178.261,267.078,177.922
79.6,car0,5,35,266.84,178.323,267.09,177.977
79.65,car0,5,35,266.84,178.387,267.102,178.034
79.7,car0,5,35,266.84,178.442,267.112,178.083
79.75,car0,5,35,266.84,178.502,267.124,178.139
79.8,car0,5,35,266.84,178.557,267.135,178.192
79.85,car0,5,35,266.84,178.615,267.147,178.249
79.9,car0,5,35,266.84,178.673,267.159,178.306
79.95,car0,5,35,266.84,178.727,267.171,178.36
80.0,car0,5,35,266.84,178.781,267.183,178.417
80.05,car0,5,35,266.84,178.845,267.197,178.484
80.1,car0,5,35,266.84,178.905,267.211,178.548
80.15,car0,5,35,266.84,178.969,267.226,178.619
80.2,car0,5,35,266.84,179.026,267.24,178.682
80.25,car0,5,35,266.84,179.09,267.255,178.754
80.3,car0,5,35,266.84,179.154,267.269,178.819
80.35,car0,5,35,266.84,179.216,267.281,178.879
80.4,car0,5,35,266.84,179.271,267.293,178.933
80.45,car0,5,35,266.84,179.332,267.306,178.993
80.5,car0,5,35,266.84,179.392,267.318,179.051
80.55,car0,5,35,266.84,179.452,267.33,179.106
80.6,car0,5,35,266.84,179.515,267.341,179.157
80.65,car0,5,35,266.84,179.573,267.351,179.206
80.7,car0,5,35,266.84,179.638,267.363,179.262
80.75,car0,5,35,266.84,179.696,267.374,179.313
80.8,car0,5,35,266.84,179.758,267.385,179.369
80.85,car0,5,35,266.84,179.812,267.396,179.417
80.9,car0,5,35,266.84,179.875,267.408,179.473
80.95,car0,5,35,266.84,179.927,267.418,179.521
81.0,car0,5,35,266.84,179.99,267.43,179.58
81.05,car0,5,35,266.84,180.044,267.441,179.631
81.1,car0,5,35,266.84,180.102,267.453,179.686
81.15,car0,5,35,266.84,180.158,267.464,179.739
81.2,car0,5,35,266.84,180.218,267.477,179.797
81.25,car0,5,35,266.84,180.28,267.489,179.857
81.3,car0,5,35,266.84,180.344,267.503,179.919
81.35,car0,5,35,266.84,180.397,267.514,179.971
81.4,car0,5,35,266.84,180.457,267.526,180.031
81.45,car0,5,35,266.84,180.52,267.54,180.094
81.5,car0,5,35,266.84,180.583,267.553,180.157
81.55,car0,5,35,266.84,180.64,267.566,180.216
81.6,car0,5,35,266.84,180.697,267.578,180.274
81.65,car0,5,35,266.84,180.759,267.592,180.338
81.7,car0,5,35,266.84,180.819,267.605,180.402
81.75,car0,5,35,266.84,180.884,267.62,180.471
81.8,car0,5,35,266.84,180.938,267.632,180.529
81.85,car0,5,35,266.84,181.003,267.647,180.6
81.9,car0,5,35,266.84,181.067,267.662,180.672
81.95,car0,5,35,266.84,181.122,267.676,180.734
82.0,car0,5,35,266.84,181.176,267.689,180.797
82.05,car0,5,35,266.84,181.238,267.703,180.862
82.1,car0,5,35,266.84,181.291,267.714,180.912
82.15,car0,5,35,266.84,181.344,267.725,180.964
82.2,car0,5,35,266.84,181.399,267.736,181.019
